objectid,stationcode,sampledate,agencycode,replicate,sampleid,benthiccollectioncomments,grabsize,percentsamplecounted,totalgrids,gridsanalyzed,gridsvolumeanalyzed,targetorganismcount,actualorganismcount,extraorganismcount,qcorganismcount,discardedorganismcount,benthiclabeffortcomments,finalid,lifestagecode,distinctcode,baresult,resqualcode,qacode,taxonomicqualifier,personnelcode_labeffort,personnelcode_results,labsampleid,locationcode,samplecomments,collectionmethodcode,effortqacode,record_origin,origin_lastupdatedate,record_publish,csci_sampleid,agencyname,collectionmethodname,originalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,login_owner,login_year,login_project,submissionid,ceden_publish,sampleinfo_originalid,bmisampleid,masterid
1570000430,907SRSD1x,2008-06-23T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.9,NA,8,6,NA,600,605,1,15,NA,NA,Rheotanytarsus,L,0,41,=,None,None,NA,NA,15556,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_06232008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000431,907SRSD1x,2008-06-23T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.9,NA,8,6,NA,600,605,1,15,NA,NA,Rheotanytarsus,P,0,3,=,None,None,NA,NA,15556,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_06232008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000432,907SRSD1x,2008-06-23T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.9,NA,8,6,NA,600,605,1,15,NA,NA,Sanfilippodytes,A,0,9,=,None,None,NA,NA,15556,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_06232008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000433,907SRSD1x,2008-06-23T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.9,NA,8,6,NA,600,605,1,15,NA,NA,Sperchon,X,0,1,=,None,None,NA,NA,15556,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_06232008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000434,907SRSD1x,2008-06-23T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.9,NA,8,6,NA,600,605,1,15,NA,NA,Stenochironomus,L,0,2,=,None,None,NA,NA,15556,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_06232008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000435,907SRSD1x,2008-06-23T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.9,NA,8,6,NA,600,605,1,15,NA,NA,Stictotarsus striatellus,A,0,33,=,None,None,NA,NA,15556,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_06232008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000436,907SRSD1x,2008-06-23T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.9,NA,8,6,NA,600,605,1,15,NA,NA,Tanypodinae,L,0,28,=,None,D,NA,NA,15556,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_06232008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000437,907SRSD1x,2008-06-23T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.9,NA,8,6,NA,600,605,1,15,NA,NA,Thienemanniella,L,0,2,=,None,None,NA,NA,15556,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_06232008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000438,907SRSD1x,2008-06-23T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.9,NA,8,6,NA,600,605,1,15,NA,NA,Thienemannimyia group,L,0,20,=,None,None,NA,NA,15556,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_06232008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1569999956,907SRSD1x,2008-06-23T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.9,NA,8,6,NA,600,605,1,15,NA,NA,Tipulidae,L,0,1,=,None,I,NA,NA,15556,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_06232008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000439,907SRSD1x,2008-06-23T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.9,NA,8,6,NA,600,605,1,15,NA,NA,Tvetenia,L,0,7,=,None,None,NA,NA,15556,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_06232008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000440,907SRSD1x,2008-06-23T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.9,NA,8,6,NA,600,605,1,15,NA,NA,Zavrelimyia/ Paramerina,L,0,41,=,None,None,NA,NA,15556,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_06232008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000442,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Agabinus glabrellus,A,0,3,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000443,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Apedilum,L,0,30,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000444,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Aquarius remigis,L,0,1,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000445,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Atractides,X,0,1,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000446,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Berosus,L,0,4,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000447,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Bezzia/ Palpomyia,L,0,1,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000448,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Brillia,L,0,3,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000449,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Caenis bajaensis,L,0,1,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000450,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Callibaetis,L,0,33,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000451,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Chironomus,L,0,18,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000452,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Clinocera,L,0,1,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000453,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Coenagrionidae,L,0,1,=,None,I,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000454,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Corynoneura,L,0,2,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000455,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Culicoides,L,0,2,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000456,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Dasyhelea,L,0,1,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000457,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Dixella,L,0,5,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000458,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Dixidae,P,0,1,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000459,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Fallceon quilleri,L,0,1,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000460,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Gumaga,L,0,1,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000461,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Heleniella,L,0,5,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000462,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Heleniella,P,0,1,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000463,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Hydraena,A,0,4,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000464,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Hydroptila,L,0,5,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000465,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Hydroptila,P,0,3,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000466,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Hygrobates,X,0,1,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000467,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Laccobius,A,0,2,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000468,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Laccobius,L,0,12,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000469,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Macropelopia,L,0,51,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000470,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Meringodixa chalonensis,L,0,3,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000471,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Micropsectra,P,0,1,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000472,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Nilotanypus,L,0,1,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000473,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Orthocladius complex,L,0,1,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000474,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Ostracoda,X,0,46,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000475,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Paracladopelma,L,0,2,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000476,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Paramerina,L,0,8,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000477,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Parametriocnemus,L,0,5,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000478,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Paratanytarsus,L,0,4,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000479,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Peltodytes,L,0,7,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000480,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Pentaneura,L,0,5,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000481,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Phaenopsectra,L,0,63,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000482,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Polypedilum,L,0,1,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
1570000483,907SRSD1x,2008-07-02T07:00:00Z,Southern California Coastal Water Research Project,1,NA,NA,0.63,NA,12,4,NA,600,600,17,5,NA,NA,Psectrocladius,L,0,4,=,None,None,NA,NA,15557,X,NA,BMI_RWB,None,CEDEN,NA,NA,907SRSD1x_07022008_BMI_RWB_1,Southern California Coastal Water Research Project,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,907SRSD1x
